transaction_id,sender_id,receiver_id,amount,timestamp
TX0001,Cycle_A1,Cycle_A2,5000,2026-02-01 10:00:00
TX0002,Cycle_A2,Cycle_A3,4900,2026-02-01 11:00:00
TX0003,Cycle_A3,Cycle_A4,4800,2026-02-01 12:00:00
TX0004,Cycle_A4,Cycle_A1,4700,2026-02-01 13:00:00
TX0005,Cycle_B1,Cycle_B2,5000,2026-02-01 14:00:00
TX0006,Cycle_B2,Cycle_B3,4900,2026-02-01 15:00:00
TX0007,Cycle_B3,Cycle_B1,4800,2026-02-01 16:00:00
TX0008,SmurfSender_1,Aggregator_X,205,2026-02-02 09:01:00
TX0009,SmurfSender_2,Aggregator_X,210,2026-02-02 09:02:00
TX0010,SmurfSender_3,Aggregator_X,215,2026-02-02 09:03:00
TX0011,SmurfSender_4,Aggregator_X,220,2026-02-02 09:04:00
TX0012,SmurfSender_5,Aggregator_X,225,2026-02-02 09:05:00
TX0013,SmurfSender_6,Aggregator_X,230,2026-02-02 09:06:00
TX0014,SmurfSender_7,Aggregator_X,235,2026-02-02 09:07:00
TX0015,SmurfSender_8,Aggregator_X,240,2026-02-02 09:08:00
TX0016,SmurfSender_9,Aggregator_X,245,2026-02-02 09:09:00
TX0017,SmurfSender_10,Aggregator_X,250,2026-02-02 09:10:00
TX0018,SmurfSender_11,Aggregator_X,255,2026-02-02 09:11:00
TX0019,SmurfSender_12,Aggregator_X,260,2026-02-02 09:12:00
TX0020,SmurfSender_13,Aggregator_X,265,2026-02-02 09:13:00
TX0021,SmurfSender_14,Aggregator_X,270,2026-02-02 09:14:00
TX0022,SmurfSender_15,Aggregator_X,275,2026-02-02 09:15:00
TX0023,Distributor_Y,Receiver_1,310,2026-02-03 09:01:00
TX0024,Distributor_Y,Receiver_2,320,2026-02-03 09:02:00
TX0025,Distributor_Y,Receiver_3,330,2026-02-03 09:03:00
TX0026,Distributor_Y,Receiver_4,340,2026-02-03 09:04:00
TX0027,Distributor_Y,Receiver_5,350,2026-02-03 09:05:00
TX0028,Distributor_Y,Receiver_6,360,2026-02-03 09:06:00
TX0029,Distributor_Y,Receiver_7,370,2026-02-03 09:07:00
TX0030,Distributor_Y,Receiver_8,380,2026-02-03 09:08:00
TX0031,Distributor_Y,Receiver_9,390,2026-02-03 09:09:00
TX0032,Distributor_Y,Receiver_10,400,2026-02-03 09:10:00
TX0033,Distributor_Y,Receiver_11,410,2026-02-03 09:11:00
TX0034,Distributor_Y,Receiver_12,420,2026-02-03 09:12:00
TX0035,Distributor_Y,Receiver_13,430,2026-02-03 09:13:00
TX0036,Distributor_Y,Receiver_14,440,2026-02-03 09:14:00
TX0037,Distributor_Y,Receiver_15,450,2026-02-03 09:15:00
